Id,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),City,HighWay,Combination
336,4.0,0.0,1.4,4.0,13.0,3.0,182,11.1,7.7,9.57
337,18.0,0.0,1.6,4.0,7.0,3.0,177,10.6,9.137623176401432,8.94
338,4.0,10.0,1.4,4.0,22.0,3.0,134,4.7,7.7,6.05
339,7.0,2.0,2.0,4.0,23.0,3.0,223,12.3,8.3,10.5
340,15.0,2.0,2.5,4.0,13.0,3.0,166,9.5,6.7,8.24
341,14.0,0.0,5.0,8.0,15.0,4.0,308,16.89,8.7,13.21
342,4.0,0.0,2.9777784042058384,4.0,13.0,3.0,181,10.1,6.3,8.4
343,5.0,1.0,3.6,6.0,5.0,3.0,244,12.0,8.9,10.6
344,7.0,6.0,3.3,6.0,13.0,3.0,253,13.5,8.1,11.07
345,14.0,0.0,2.9777784042058384,8.0,15.0,4.0,294,17.7,10.8,14.6
346,8.0,0.0,2.0,4.0,13.0,3.0,197,8.3,8.2,8.26
347,14.0,0.0,3.5,5.292000277527232,13.0,3.0,256,15.6,10.1,13.12
348,4.0,0.0,1.8,4.0,22.0,3.0,193,10.8,7.1,9.13
349,3.0,2.0,6.2,8.0,23.0,3.0,442,17.19,18.59,17.83
350,4.0,5.0,3.6,6.0,5.0,3.0,433,18.69,11.3,15.4
351,5.0,4.0,3.6,6.0,3.0,3.0,275,11.6,8.1,10.02
352,7.0,6.0,5.0,8.0,13.0,3.0,350,19.9,11.9,16.31
353,20.0,11.0,2.5,4.0,13.0,3.0,216,9.3,9.3,9.3
354,20.0,12.0,3.5,6.0,23.0,3.0,348,21.01,18.9,20.05
355,20.0,4.0,3.5,6.0,13.0,3.0,290,15.9,9.6,13.07
356,9.0,9.0,1.8,4.0,20.0,3.0,179,8.5,7.8,8.19
357,2.0,12.0,4.4,8.0,5.0,4.0,324,14.7,11.6,13.3
358,7.0,11.0,2.5,4.0,13.0,3.0,210,8.8,8.1,8.48
359,2.0,10.0,3.0,6.0,8.0,4.0,301,14.1,7.4,11.08
360,20.0,2.0,3.5,6.0,13.0,3.0,219,12.0,8.3,10.34
361,10.0,11.0,1.3,4.0,6.0,3.0,204,10.8,8.2,9.63
362,15.0,11.0,2.0,4.0,23.0,3.0,182,8.1,7.6,7.87
363,4.0,2.0,1.4,4.0,3.0,3.0,166,9.3,6.8,11.013572964095445
364,10.0,11.0,2.4,4.0,22.0,3.0,224,14.4,9.8,12.3
365,5.0,2.0,6.4,8.0,23.0,4.0,344,21.4,12.7,17.48
366,4.0,15.0,4.8,8.0,3.0,3.0,404,17.99,16.61,17.36
367,2.0,0.0,3.0,6.0,5.0,4.0,222,11.0,8.5,9.9
368,17.0,12.0,5.6,8.0,14.0,3.0,417,20.28,12.7,16.89
369,7.0,11.0,3.5,6.0,13.0,3.0,294,14.5,10.1,12.52
370,1.0,11.0,2.0,4.0,21.0,4.0,219,7.7,6.8,7.3
371,11.0,11.0,3.3,6.0,13.0,3.0,264,15.0,10.2,12.84
372,11.0,9.0,2.0,4.0,13.0,3.0,212,13.9,8.0,11.24
373,5.0,1.0,2.9777784042058384,8.0,2.0,3.0,308,21.1,13.2,17.55
374,13.0,12.0,5.0,8.0,15.0,4.0,377,23.81,12.4,18.67
375,18.0,0.0,2.0,4.0,23.0,3.0,226,12.5,7.7,10.34
376,17.0,6.0,5.6,8.0,2.0,3.0,364,18.32,18.9,18.56
377,6.0,9.0,1.4,4.0,23.0,3.0,198,9.1,7.5,8.38
378,7.0,6.0,3.7,6.0,13.0,3.0,299,18.6,13.4,16.3
379,4.0,6.0,5.3,8.0,3.0,3.0,342,16.69,10.7,14.0
380,20.0,5.0,2.7,4.0,22.0,3.0,237,8.3,8.3,8.3
381,1.0,11.0,2.0,4.0,17.0,3.0,154,5.6,7.3,6.37
382,18.0,2.0,2.0,4.0,23.0,3.0,187,12.6,9.137623176401432,10.4
383,3.0,2.0,3.6,6.0,15.0,3.0,238,17.2,9.137623176401432,11.013572964095445
384,11.0,11.0,2.0,4.0,3.0,3.0,210,9.9,11.8,10.76
385,9.0,0.0,2.0,4.0,23.0,3.0,189,8.6,7.2,7.97
386,2.0,12.0,4.4,8.0,15.0,4.0,415,18.2,12.8,15.77
387,20.0,2.0,2.5,4.0,15.0,3.0,196,13.9,7.1,10.83
388,20.0,6.0,5.7,8.0,13.0,3.0,411,15.0,11.0,13.2
389,14.0,2.0,3.5,6.0,15.0,3.0,204,10.3,8.4,9.44
390,13.0,12.0,3.0,6.0,15.0,4.0,452,25.9,13.5,20.32
391,4.0,11.0,1.4,4.0,23.0,3.0,192,9.5,8.0,8.82
392,7.0,15.0,2.9777784042058384,6.0,13.0,1.0,359,22.79,10.8,11.013572964095445
393,9.0,2.0,2.0,4.0,20.0,3.0,171,10.2,7.3,8.9
394,5.0,12.0,3.6,6.0,5.0,3.0,289,14.4,9.1,12.02
395,7.0,6.0,3.0,6.0,11.0,0.0,315,16.4,10.2,13.61
396,11.0,8.0,2.0,4.0,3.0,3.0,211,11.2,7.2,9.4
397,11.0,2.0,2.4,4.0,7.0,3.0,99,6.5,6.4,6.46
398,18.0,0.0,1.6,4.0,13.0,3.0,176,10.4,6.3,8.55
399,4.0,2.0,1.4,4.0,13.0,3.0,192,9.1,8.8,8.97
400,1.0,9.0,2.9777784042058384,4.0,23.0,4.0,293,11.4,10.0,10.77
401,18.0,0.0,1.6,4.0,7.0,3.0,176,7.5,7.3,11.013572964095445
402,9.0,1.0,1.5,4.0,13.0,3.0,170,8.0,7.5,7.8
403,4.0,6.0,5.3,8.0,3.0,3.0,370,22.6,13.6,18.55
404,8.0,11.0,2.5,5.0,3.0,3.0,233,12.2,8.0,10.31
405,4.0,5.0,2.8,4.0,3.0,0.0,280,15.0,13.8,14.46
406,5.0,12.0,5.7,8.0,5.0,3.0,430,16.1,11.7,14.12
407,17.0,9.0,1.6,4.0,20.0,4.0,184,9.4,7.5,8.54
408,20.0,2.0,1.8,4.0,17.0,3.0,179,10.5,8.2,9.5
409,5.0,1.0,3.6,6.0,5.0,1.0,231,14.3,9.4,12.1
410,9.0,9.0,1.8,4.0,20.0,3.0,182,9.2,6.5,7.99
411,8.0,0.0,3.6,6.0,13.0,3.0,285,15.8,10.6,13.46
412,11.0,11.0,3.3,6.0,13.0,3.0,281,12.1,9.2,11.013572964095445
413,17.0,2.0,2.5,4.0,17.0,3.0,178,9.4,7.9,8.72
414,10.0,11.0,3.2,6.0,6.0,3.0,258,11.9,8.4,10.33
415,10.0,11.0,2.0,4.0,13.0,3.0,203,10.3,10.7,10.48
416,3.0,0.0,2.5,4.0,13.0,3.0,211,11.2,7.4,9.49
417,5.0,4.0,3.6,6.0,3.0,1.0,273,12.544509425422014,9.3,11.28
418,19.0,11.0,2.5,5.292000277527232,13.0,3.0,245,12.544509425422014,10.7,11.8
419,10.0,11.0,3.6,6.0,5.0,3.0,294,17.6,11.1,14.68
420,6.0,3.0,1.4,4.0,3.0,3.0,188,9.0,6.0,7.65
421,7.0,0.0,2.0,5.292000277527232,13.0,3.0,185,8.3,6.4,11.013572964095445
422,7.0,7.0,2.5,4.0,13.0,3.0,224,10.3,8.4,9.44
423,7.0,12.0,2.9777784042058384,6.0,13.0,3.0,319,15.7,9.137623176401432,13.4
424,2.0,1.0,2.9777784042058384,8.0,15.0,4.0,316,14.6,11.7,13.29
425,4.0,0.0,1.4,4.0,13.0,3.0,180,10.0,5.7,8.06
426,11.0,9.0,1.6,4.0,7.0,3.0,180,4.5,7.6,5.89
427,2.0,0.0,3.0,6.0,15.0,4.0,242,6.2,6.8,6.47
428,4.0,11.0,2.0,4.0,6.0,3.0,237,10.4,7.1,8.91
429,9.0,2.0,2.0,4.0,17.0,3.0,122,12.544509425422014,6.8,11.013572964095445
430,18.0,1.0,5.0,5.292000277527232,15.0,4.0,352,18.1,12.0,15.36
431,3.0,0.0,2.7,4.0,11.0,4.0,231,10.3,9.8,10.07
432,11.0,2.0,2.4,4.0,7.0,3.0,178,10.1,8.5,9.38
433,7.0,11.0,1.6,4.0,13.0,3.0,210,10.4,8.3,9.46
434,7.0,6.0,3.7,6.0,13.0,1.0,300,14.71,9.5,12.36
435,4.0,12.0,5.3,8.0,1.0,1.0,364,25.8,15.8,21.3
436,19.0,8.0,2.9777784042058384,4.0,15.0,4.0,200,10.6,7.6,9.25
437,7.0,12.0,3.5,6.0,13.0,3.0,325,17.9,9.9,14.3
438,4.0,6.0,2.9777784042058384,8.0,5.0,4.0,358,15.3,8.6,12.29
439,4.0,12.0,5.3,8.0,3.0,3.0,349,17.0,10.9,14.25
440,20.0,2.0,1.8,4.0,20.0,3.0,167,9.7,6.8,8.4
441,18.0,11.0,2.0,5.292000277527232,13.0,3.0,207,13.3,6.1,10.06
442,5.0,2.0,1.4,4.0,7.0,3.0,175,11.5,7.0,9.47
443,11.0,11.0,3.3,5.292000277527232,15.0,3.0,289,19.41,12.9,16.48
444,4.0,6.0,5.3,8.0,5.0,3.0,330,17.09,9.137623176401432,15.75
445,9.0,0.0,2.0,4.0,17.0,3.0,160,6.4,4.6,5.59
446,19.0,9.0,2.0,4.0,15.0,3.0,190,10.4,7.8,9.23
447,17.0,2.0,2.9777784042058384,5.292000277527232,17.0,3.0,118,9.1,7.7,8.47
448,7.0,11.0,2.0,4.0,13.0,3.0,242,9.9,7.7,8.91
449,2.0,11.0,3.0,6.0,13.0,4.0,216,12.0,9.7,10.97
450,0.0,11.0,3.5,6.0,13.0,4.0,244,16.5,10.1,13.62
451,15.0,2.0,2.5,4.0,13.0,3.0,161,10.1,5.5,8.0
452,7.0,11.0,3.5,6.0,13.0,3.0,295,15.6,11.3,13.67
453,8.0,0.0,1.8,5.292000277527232,13.0,3.0,182,8.6,7.7,11.013572964095445
454,18.0,2.0,1.6,4.0,23.0,3.0,192,12.544509425422014,8.0,7.84
455,9.0,2.0,1.5,4.0,17.0,3.0,136,4.5,6.7,5.49
456,17.0,2.0,3.5,6.0,17.0,4.0,253,13.3,8.0,10.91
457,14.0,12.0,5.7,8.0,15.0,4.0,365,14.6,10.3,12.67
458,3.0,0.0,3.6,6.0,13.0,3.0,244,17.51,9.9,14.08
459,9.0,2.0,3.5,6.0,3.0,3.0,215,10.7,8.7,9.8
460,4.0,0.0,6.2,5.292000277527232,13.0,4.0,453,18.2,10.8,14.87
461,5.0,12.0,6.4,8.0,5.0,4.0,378,15.6,10.4,13.26
462,4.0,12.0,5.3,8.0,3.0,3.0,324,15.8,11.6,13.9
463,6.0,3.0,1.4,4.0,22.0,3.0,99,4.2,6.0,5.0
464,5.0,2.0,3.6,6.0,5.0,3.0,239,13.4,8.1,11.02
465,2.0,0.0,2.0,4.0,23.0,4.0,201,9.9,8.8,9.4
466,2.0,0.0,2.0,4.0,15.0,4.0,205,11.1,8.3,9.84
467,15.0,0.0,2.5,4.0,23.0,3.0,199,10.6,9.1,9.92
468,20.0,12.0,2.5,5.292000277527232,17.0,3.0,161,9.1,6.5,7.93
469,4.0,12.0,5.3,8.0,3.0,3.0,325,14.8,9.7,12.5
470,1.0,0.0,2.0,4.0,23.0,4.0,239,12.544509425422014,8.5,9.9
471,10.0,11.0,3.6,6.0,5.0,3.0,288,14.4,10.1,11.013572964095445
472,20.0,2.0,2.5,4.0,13.0,3.0,199,15.6,7.9,12.14
473,8.0,0.0,2.0,4.0,7.0,0.0,196,7.6,6.3,7.01
474,18.0,12.0,2.9777784042058384,6.0,15.0,3.0,255,13.5,10.8,12.29
475,7.0,6.0,3.5,6.0,11.0,3.0,313,11.2,14.5,12.69
476,20.0,2.0,1.8,4.0,17.0,3.0,180,8.8,7.9,11.013572964095445
477,7.0,0.0,2.0,4.0,23.0,3.0,208,11.8,7.9,10.0
478,3.0,11.0,2.9777784042058384,4.0,16.0,4.0,207,10.0,6.4,8.4
479,7.0,11.0,3.5,6.0,13.0,3.0,273,12.6,9.3,11.11
480,2.0,2.0,3.0,6.0,15.0,0.0,200,11.1,8.1,9.8
481,1.0,9.0,2.5,4.0,23.0,3.0,291,13.1,7.7,10.67
482,1.0,0.0,2.0,4.0,22.0,3.0,183,11.1,8.1,9.75
483,7.0,12.0,2.3,4.0,11.0,3.0,235,14.6,9.7,12.39
484,17.0,2.0,3.5,6.0,20.0,3.0,200,10.4,6.7,8.73
485,4.0,5.0,2.9777784042058384,4.0,3.0,0.0,292,12.6,11.0,11.88
486,15.0,11.0,2.5,4.0,13.0,3.0,207,10.3,9.137623176401432,8.86
487,8.0,11.0,2.0,4.0,23.0,4.0,206,8.9,9.1,8.99
488,5.0,11.0,2.9777784042058384,6.0,3.0,3.0,292,11.4,8.7,10.19
489,20.0,2.0,2.5,4.0,17.0,3.0,98,4.4,9.137623176401432,5.66
490,7.0,11.0,2.5,4.0,13.0,3.0,217,10.2,7.6,11.013572964095445
491,2.0,0.0,4.4,8.0,23.0,4.0,345,13.8,10.2,12.18
492,10.0,11.0,3.2,6.0,6.0,3.0,264,17.6,9.7,14.04
493,17.0,5.0,4.0,6.0,2.0,3.0,291,4.9,8.7,6.61
494,2.0,10.0,3.0,6.0,23.0,4.0,296,15.9,8.8,12.71
495,19.0,8.0,2.0,5.292000277527232,13.0,4.0,220,9.9,9.137623176401432,8.96
496,13.0,12.0,3.0,6.0,15.0,4.0,302,13.8,11.6,12.81
497,18.0,1.0,2.0,4.0,13.0,3.0,209,9.5,7.8,8.73
498,7.0,11.0,2.9777784042058384,6.0,13.0,3.0,266,4.2,8.4,6.09
499,4.0,15.0,6.0,8.0,3.0,3.0,382,19.69,14.7,17.45
500,5.0,1.0,3.6,6.0,5.0,3.0,231,11.4,7.7,9.73
501,0.0,11.0,2.0,4.0,11.0,4.0,243,10.8,9.5,10.21
502,15.0,11.0,2.5,4.0,13.0,3.0,228,12.5,9.5,11.15
503,13.0,11.0,2.0,4.0,13.0,4.0,274,17.2,12.5,15.08
504,5.0,11.0,3.6,6.0,3.0,3.0,297,17.2,12.2,14.95
505,10.0,11.0,2.0,4.0,5.0,3.0,242,11.6,9.5,10.65
506,15.0,11.0,2.0,4.0,13.0,3.0,206,7.5,7.4,7.46
507,1.0,11.0,2.9777784042058384,5.292000277527232,21.0,3.0,199,10.2,8.7,9.52
508,7.0,11.0,2.5,4.0,13.0,3.0,227,10.5,8.0,9.38
509,18.0,2.0,2.0,4.0,7.0,3.0,113,6.5,5.0,5.82
510,4.0,9.0,1.4,4.0,13.0,3.0,189,12.544509425422014,7.3,7.7
511,11.0,1.0,5.0,8.0,15.0,4.0,347,17.01,11.6,14.57
512,17.0,9.0,1.6,4.0,20.0,4.0,183,9.8,6.8,8.45
513,13.0,11.0,2.0,4.0,15.0,0.0,217,10.5,8.0,9.38
514,17.0,5.0,2.5,4.0,2.0,3.0,306,17.8,12.0,15.19
515,2.0,11.0,3.0,6.0,5.0,4.0,248,14.7,9.5,12.4
516,9.0,4.0,3.5,6.0,11.0,3.0,249,11.0,10.0,10.55
517,7.0,6.0,5.0,8.0,11.0,1.0,299,16.8,10.0,13.74
518,18.0,11.0,2.4,4.0,13.0,3.0,258,12.544509425422014,9.9,11.6
519,14.0,12.0,4.6,8.0,13.0,4.0,354,14.9,18.5,16.52
520,7.0,10.0,1.6,4.0,7.0,3.0,172,9.2,7.1,8.3
521,7.0,7.0,2.0,4.0,15.0,3.0,222,11.4,8.0,9.87
522,3.0,2.0,3.6,6.0,15.0,3.0,271,14.3,11.5,13.04
523,4.0,6.0,5.3,8.0,5.0,3.0,352,19.01,10.6,15.22
524,2.0,10.0,4.4,8.0,15.0,4.0,302,17.51,11.1,14.6
525,10.0,11.0,2.4,4.0,22.0,3.0,221,11.3,9.137623176401432,8.96
526,6.0,3.0,1.4,4.0,22.0,3.0,169,9.1,7.8,8.52
527,9.0,0.0,2.9777784042058384,4.0,20.0,3.0,166,11.3,7.0,9.4
528,10.0,6.0,3.6,6.0,23.0,3.0,319,17.9,17.1,17.54
529,20.0,2.0,1.8,4.0,17.0,3.0,177,9.2,7.3,8.35
530,17.0,9.0,2.0,4.0,21.0,3.0,195,11.49,10.0,10.82
531,11.0,2.0,2.4,4.0,13.0,3.0,168,5.6,6.2,5.87
532,17.0,2.0,1.6,4.0,23.0,4.0,202,10.2,6.2,8.4
533,3.0,1.0,4.2,8.0,11.0,4.0,328,9.9,9.1,9.54
534,7.0,12.0,2.3,4.0,13.0,3.0,281,15.0,10.5,12.97
535,9.0,11.0,1.8,4.0,17.0,3.0,189,12.544509425422014,10.2,10.7
536,6.0,9.0,1.4,4.0,3.0,3.0,216,9.9,6.6,8.42
537,16.0,9.0,2.9777784042058384,4.0,19.0,3.0,187,8.1,7.6,7.87
538,2.0,11.0,2.0,4.0,15.0,4.0,237,11.3,9.4,10.45
539,8.0,0.0,2.9777784042058384,4.0,23.0,0.0,167,8.0,6.6,7.37
540,7.0,11.0,2.0,4.0,13.0,3.0,238,10.6,8.9,9.84
541,7.0,7.0,2.0,4.0,15.0,3.0,226,9.3,8.3,8.85
542,11.0,11.0,2.9777784042058384,4.0,13.0,3.0,281,14.9,8.6,12.06
543,7.0,11.0,2.0,4.0,13.0,3.0,229,13.19,10.0,11.76
544,2.0,13.0,2.0,4.0,23.0,4.0,213,9.0,7.0,8.1
545,8.0,0.0,2.0,4.0,23.0,3.0,203,12.544509425422014,7.0,8.65
546,2.0,10.0,2.0,4.0,15.0,4.0,184,12.544509425422014,8.1,9.1
547,5.0,11.0,3.6,6.0,3.0,1.0,265,12.2,7.6,10.13
548,2.0,2.0,4.4,5.292000277527232,15.0,4.0,354,14.5,8.8,11.93
549,2.0,1.0,2.0,4.0,15.0,4.0,206,10.3,7.0,8.8
550,9.0,2.0,1.5,4.0,17.0,3.0,171,10.1,7.5,8.93
551,3.0,2.0,2.9777784042058384,6.0,15.0,4.0,320,12.544509425422014,9.8,14.09
552,0.0,11.0,2.9777784042058384,4.0,12.0,4.0,213,12.1,9.3,10.8
553,7.0,11.0,2.7,6.0,15.0,3.0,259,11.7,8.7,10.35
554,4.0,11.0,2.4,4.0,3.0,1.0,242,14.2,9.137623176401432,11.59
555,8.0,0.0,2.0,4.0,23.0,3.0,207,11.8,8.1,10.13
556,15.0,2.0,2.0,4.0,13.0,3.0,165,9.8,6.7,11.013572964095445
557,7.0,6.0,3.5,6.0,3.0,3.0,299,17.2,13.6,15.58
558,4.0,12.0,2.9777784042058384,8.0,3.0,1.0,349,17.5,11.1,14.62
559,18.0,2.0,2.0,4.0,7.0,3.0,149,9.0,6.1,7.7
560,20.0,5.0,3.5,6.0,23.0,3.0,350,17.39,15.49,11.013572964095445
561,9.0,11.0,1.5,4.0,17.0,3.0,188,11.2,8.5,9.98
562,18.0,1.0,2.0,5.292000277527232,23.0,3.0,211,11.8,7.4,9.8
563,9.0,1.0,1.5,4.0,17.0,3.0,180,8.9,7.7,8.36
564,16.0,0.0,2.0,4.0,22.0,3.0,202,10.1,7.8,9.1
565,11.0,11.0,2.0,4.0,13.0,3.0,260,13.79,11.6,12.81
566,3.0,11.0,2.0,4.0,16.0,4.0,235,12.544509425422014,8.7,10.29
567,16.0,0.0,2.4,4.0,19.0,3.0,200,11.3,7.7,9.68
568,11.0,4.0,3.3,6.0,13.0,3.0,296,21.69,11.7,17.2
569,11.0,9.0,1.6,4.0,7.0,3.0,179,7.2,7.7,7.42
570,11.0,11.0,2.9777784042058384,4.0,23.0,3.0,273,12.544509425422014,12.4,16.52
571,3.0,12.0,3.6,6.0,13.0,3.0,305,17.0,12.0,14.8
572,15.0,11.0,2.5,4.0,13.0,3.0,213,12.2,7.8,10.22
573,2.0,1.0,4.4,8.0,5.0,4.0,298,13.2,9.6,11.58
574,2.0,12.0,3.0,6.0,15.0,0.0,241,12.3,9.4,10.99
575,18.0,1.0,2.9777784042058384,5.292000277527232,3.0,3.0,218,10.5,7.8,9.29
576,7.0,6.0,5.0,5.292000277527232,13.0,3.0,337,21.1,11.8,16.91
577,7.0,11.0,2.0,4.0,13.0,3.0,239,12.1,8.0,10.3
578,11.0,0.0,1.6,4.0,13.0,3.0,168,10.5,8.2,9.46
579,2.0,0.0,2.9777784042058384,4.0,15.0,4.0,207,8.0,7.4,7.73
580,18.0,1.0,2.0,4.0,13.0,3.0,210,11.81,7.8,10.0
581,9.0,13.0,1.5,4.0,20.0,3.0,131,8.0,5.1,6.69
582,15.0,11.0,2.5,4.0,13.0,3.0,218,10.2,7.2,8.85
583,1.0,11.0,2.5,5.292000277527232,23.0,3.0,221,11.9,7.8,10.05
584,16.0,0.0,2.0,4.0,19.0,3.0,185,9.2,8.1,8.71
585,7.0,10.0,3.7,6.0,23.0,3.0,279,11.0,7.8,9.56
586,7.0,0.0,2.0,4.0,13.0,1.0,165,8.6,6.5,11.013572964095445
587,10.0,11.0,2.4,4.0,6.0,1.0,216,11.2,8.0,9.76
588,10.0,12.0,2.9777784042058384,8.0,13.0,4.0,396,23.2,11.8,18.07
589,15.0,2.0,2.5,4.0,23.0,3.0,199,11.9,8.2,10.24
590,7.0,6.0,2.7,6.0,13.0,3.0,258,12.544509425422014,9.9,12.87
591,2.0,10.0,4.4,8.0,15.0,3.0,311,17.7,13.1,15.63
592,10.0,11.0,3.2,6.0,6.0,3.0,252,14.0,9.4,11.93
593,10.0,11.0,1.3,4.0,6.0,3.0,210,15.0,9.137623176401432,11.58
594,19.0,0.0,2.0,4.0,15.0,3.0,182,10.6,8.1,9.47
595,11.0,9.0,1.6,4.0,8.0,3.0,193,10.3,8.1,9.31
596,15.0,0.0,2.9777784042058384,4.0,23.0,3.0,198,11.4,7.8,9.78
597,3.0,2.0,3.0,5.292000277527232,11.0,4.0,273,26.2,10.7,19.23
598,11.0,9.0,1.6,5.292000277527232,23.0,3.0,210,10.2,8.8,9.57
599,17.0,2.0,1.6,4.0,20.0,4.0,192,9.8,9.5,9.66
600,2.0,12.0,4.4,8.0,15.0,4.0,393,20.7,13.3,17.37
601,2.0,0.0,2.0,4.0,15.0,0.0,190,9.4,7.5,8.5
602,3.0,0.0,2.0,4.0,15.0,4.0,215,11.0,8.1,9.7
603,9.0,1.0,1.5,4.0,23.0,3.0,126,6.9,7.0,6.95
604,20.0,2.0,2.5,5.292000277527232,17.0,3.0,177,9.3,7.6,8.54
605,5.0,2.0,2.9777784042058384,8.0,5.0,4.0,317,16.21,9.4,13.14
606,15.0,11.0,2.0,4.0,13.0,3.0,184,8.9,8.1,8.54
607,3.0,1.0,3.6,6.0,13.0,3.0,257,13.8,8.1,11.24
608,3.0,0.0,2.0,4.0,13.0,4.0,230,12.6,8.1,10.58
609,17.0,9.0,2.9777784042058384,4.0,23.0,3.0,220,14.9,11.5,13.4
610,6.0,3.0,1.4,4.0,3.0,3.0,199,11.7,7.6,9.85
611,4.0,12.0,5.3,5.292000277527232,3.0,1.0,294,21.2,12.4,17.2
612,9.0,2.0,3.5,6.0,23.0,3.0,259,9.5,8.3,8.96
613,18.0,1.0,2.9777784042058384,4.0,23.0,3.0,227,12.0,7.8,10.11
614,17.0,10.0,3.8,6.0,7.0,4.0,306,18.7,11.5,15.5
615,2.0,12.0,2.9777784042058384,6.0,15.0,4.0,259,10.0,10.1,10.04
616,15.0,0.0,2.0,4.0,23.0,3.0,162,4.2,6.2,5.1
617,1.0,2.0,2.5,4.0,23.0,3.0,225,13.9,9.3,11.83
618,4.0,12.0,2.9777784042058384,8.0,3.0,1.0,348,14.0,14.2,14.09
619,3.0,1.0,4.2,8.0,11.0,4.0,334,17.21,18.3,17.7
620,20.0,5.0,4.0,5.292000277527232,2.0,3.0,353,19.5,11.81,16.04
621,7.0,11.0,2.7,6.0,13.0,3.0,278,17.2,13.4,11.013572964095445
622,7.0,6.0,2.9777784042058384,6.0,3.0,3.0,273,14.8,10.2,12.73
623,1.0,11.0,2.9777784042058384,4.0,23.0,4.0,228,9.6,9.137623176401432,9.2
624,11.0,1.0,2.4,4.0,13.0,3.0,196,11.1,6.8,9.16
625,9.0,2.0,2.4,4.0,23.0,3.0,201,11.9,8.3,10.28
626,4.0,12.0,5.3,8.0,3.0,3.0,333,12.9,9.0,11.15
627,4.0,5.0,3.6,6.0,5.0,3.0,306,17.2,15.2,16.3
628,17.0,5.0,4.0,6.0,2.0,3.0,345,13.3,8.4,11.013572964095445
629,11.0,2.0,2.0,4.0,23.0,3.0,193,10.2,7.7,9.07
630,2.0,12.0,4.4,8.0,15.0,4.0,356,15.6,9.4,12.8
631,8.0,0.0,2.0,4.0,3.0,4.0,205,12.2,7.2,9.95
632,18.0,2.0,2.0,4.0,7.0,3.0,176,7.9,7.6,7.76
633,10.0,11.0,3.6,6.0,23.0,3.0,313,8.7,7.5,11.013572964095445
634,4.0,11.0,2.4,4.0,3.0,3.0,228,13.0,7.9,10.71
635,4.0,12.0,2.9777784042058384,8.0,13.0,1.0,319,16.3,11.1,14.0
636,5.0,11.0,3.6,6.0,3.0,3.0,264,12.8,8.4,10.82
637,20.0,0.0,1.5,4.0,17.0,3.0,175,7.9,9.137623176401432,7.54
638,4.0,0.0,3.6,6.0,15.0,3.0,244,13.4,7.9,10.92
639,10.0,11.0,2.4,4.0,6.0,3.0,237,12.544509425422014,6.5,10.29
640,15.0,2.0,2.0,4.0,23.0,3.0,180,11.2,7.6,9.58
641,4.0,12.0,2.9777784042058384,8.0,3.0,3.0,327,15.3,10.8,13.28
642,7.0,11.0,3.5,6.0,13.0,3.0,264,11.8,7.8,10.0
643,18.0,11.0,3.3,6.0,3.0,3.0,283,15.5,13.3,14.51
644,18.0,2.0,2.0,4.0,3.0,3.0,185,11.2,8.6,10.03
645,9.0,2.0,2.4,4.0,23.0,3.0,203,9.7,7.1,8.53
646,20.0,11.0,2.7,5.292000277527232,13.0,3.0,241,9.6,8.0,8.88
647,3.0,2.0,3.6,6.0,13.0,3.0,248,13.2,8.9,11.27
648,10.0,11.0,3.6,6.0,23.0,3.0,328,15.4,9.7,12.83
649,4.0,10.0,6.2,8.0,11.0,4.0,298,12.544509425422014,12.7,13.53
650,5.0,1.0,3.6,5.292000277527232,2.0,1.0,251,12.41,10.6,11.59
651,7.0,6.0,5.0,8.0,13.0,1.0,298,17.1,9.4,13.63
652,14.0,11.0,3.5,6.0,15.0,3.0,253,12.3,10.2,11.36
653,14.0,11.0,2.0,4.0,13.0,4.0,235,10.6,9.137623176401432,9.7
654,5.0,11.0,3.6,6.0,3.0,3.0,298,18.4,12.3,15.65
655,18.0,2.0,2.0,4.0,23.0,3.0,185,5.8,6.9,6.29
656,2.0,0.0,3.0,6.0,8.0,4.0,275,14.6,10.3,12.66
657,20.0,6.0,4.6,8.0,13.0,3.0,416,14.99,11.1,13.24
658,3.0,12.0,3.6,6.0,13.0,3.0,302,15.7,8.4,12.42
659,7.0,11.0,2.0,4.0,13.0,3.0,230,12.544509425422014,9.137623176401432,11.69
660,19.0,11.0,2.5,5.0,13.0,3.0,237,13.8,9.2,11.72
661,20.0,2.0,3.5,6.0,13.0,3.0,222,12.4,8.0,10.42
662,10.0,11.0,2.9777784042058384,4.0,22.0,3.0,222,10.8,11.6,11.013572964095445
663,9.0,9.0,1.5,4.0,23.0,3.0,174,9.2,6.2,7.9
664,4.0,6.0,4.3,6.0,3.0,3.0,308,17.6,11.2,14.72
665,18.0,1.0,2.0,4.0,13.0,3.0,181,9.5,6.4,8.11
666,2.0,11.0,2.0,5.292000277527232,15.0,0.0,215,11.1,7.6,9.53
667,8.0,11.0,3.6,6.0,15.0,3.0,302,17.3,12.4,15.11
668,1.0,9.0,2.0,4.0,20.0,3.0,178,9.7,7.4,8.67
669,4.0,6.0,4.3,6.0,3.0,3.0,375,19.8,14.79,17.6
670,19.0,2.0,2.0,4.0,15.0,4.0,229,11.8,8.9,10.49
671,9.0,11.0,1.8,4.0,20.0,3.0,174,9.5,7.5,8.6
